Offer Accepted,Reward_Air Miles,Reward_Cash Back,Reward_Points,Mailer Type_Letter,Mailer Type_Postcard,Income Level_High,Income Level_Low,Income Level_Medium,Overdraft Protection_No,Overdraft Protection_Yes,Credit Rating_High,Credit Rating_Low,Credit Rating_Medium,Own Your Home_No,Own Your Home_Yes,PC1,PC2
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,-0.7605686086961535,-0.06945747560324983
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1.5133078067332715,1.3216784022227512
0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1.2170629677128944,-1.5527962975423737
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0.6304768797007161,-1.9884776473007333
0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.5359823090959213,0.1310329803547903
0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0.44795888736193396,-1.949704872094703
0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1.2385579083294997,-0.16035634182639286
0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,-0.7079988683844236,-0.18825317426112076
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,-1.3593715821662846,0.2193028542867819
0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1.4738792644363525,0.9387263629382798
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,-3.2741449046686752,0.4977422705353023
0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0.6881422201849684,-1.1421628614598764
0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1.7055442731177874,0.754270402839567
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,-3.26084332026302,0.037970561690941554
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,-0.8280421104097524,0.6489720554282038
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,4.018032533353344,-0.4022449900895879
0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,-0.5902617943390929,-0.09798917707735139
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0.05588106437110108,-1.7868013986403688
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.33657902358769975,-0.1698489987028723
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,-0.5552979010242599,0.6571305498850405
0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0.41749270603175,-1.773387733449221
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0.8172789325803448,-1.4424175926665757
0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-3.6621864028144198,0.38469630800362437
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0.3763339121907709,1.1572917673683458
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,-0.8639132903720611,0.0517644399630489
0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1.2645948305710002,-1.88892812567706
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0.5029621678786176,1.7059329644381565
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-3.0969049882317825,0.38069160308086986
0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.5004844616439832,0.09198795641803074
0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,-0.14526653275224277,-2.2328688809665294
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1.116298965578894,2.3591379284317515
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2.2142860860597557,1.5915342760826001
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0.18577399450881338,0.5406135511466847
0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,-0.8673981782568614,0.07655337275847371
0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,-1.2675497210727267,-0.22833738497781697
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.090767426345774,0.2355254435589618
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.17121470581873519,-1.5474521914007113
0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1.2049992352174788,0.8142516852615281
0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,-0.1956181087344034,-1.7088999185796425
0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0.945938553407093,0.778330883729187
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.31560844214501377,-1.8240735737420415
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1.428982375299885,0.9707244274736481
0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1.195024208467254,-2.0867933183271385
0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,-0.003848317766718083,1.409203039375302
0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1.738803157433656,1.589291284030388
0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.17642619396893114,-1.8257479732577662
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.3029058140654181,1.4434501136200597
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,-1.0747673241749467,0.12600089707425963
0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1.4444626864574381,1.3826688023718907
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0.1899456856373329,-1.88395070259318
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,-3.6561467464668445,0.4274759760642556
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1.207329136161375,1.7240384482791384
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.15460976868601692,2.3724715143562825
0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-1.0538284827438944,0.49145464387524224
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1.855879559253403,-1.9916789728451418
0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.6080543645219937,0.48040008053572403
0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,-0.6044883280815276,-0.0517805339721732
0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,-3.859250625145798,0.05135449373973157
0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,3.2897700875537694,-0.07935806493624373
0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-0.3262787660448528,1.3180831554174395
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0.34429443722888103,1.4798145253242785
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,-0.31163251191860797,-0.7765490603319786
0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0.11537240058073542,-2.08876922571773
0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,-0.9137117058577767,-0.11443727951458402
0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1.2900166081053723,0.3349531920078119
0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0.29907219069005947,-1.7985778455146428
0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,-3.5300874695247018,0.13836255689378016
0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.6386241599251441,1.608320181657769
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.7437580292240004,0.5971970272056306
0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,-1.72722107979241,0.453653557092287
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.4567245104075251,0.7880099060359719
0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0.5981292921052643,0.8261683915156236
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0.9702436136857828,0.4780753141523771
0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.7597305275081461,-1.1279569221170251
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1.1914719237787754,0.8888374604885128
0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0.2798858152991332,-1.7337966862003145
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0.3243224168899797,-1.2583287613589633
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.004252629737985228,-2.104550546718202
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.2506013368175086,1.1299137742897973
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0.08783769886648765,-1.812479212246394
0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,-0.3759920866699597,1.5080041466418417
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,-0.6631769121607415,-2.120638016876408
0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.06005830615099638,1.077541309018645
0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0.8819796939637928,-1.2470773623882372
0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,-0.7318264958227639,-2.022441609176685
0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.925228080196909,-0.4233954113566896
0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1.4107143670834599,0.8708119720029913
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,-3.179245016360292,0.8573492034256022
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.302516025722781,-1.946413058266098
0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1.6686969349823786,1.662435866546781
0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,-2.735006585830948,-0.053556715165061955
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,-1.3905556111770774,0.02823144162724036
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1.1102877806893616,0.1635012034190751
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,-2.8741490070274853,-0.12905764948449291
0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,-0.5902310530808285,-1.9867762802147622
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1.588779136112143,0.4963206728782568
0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0.3690204130061963,-1.786749145696167
0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0.017271072765283137,1.4762447374682346
0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.19938577551960637,-1.9946118656848253
0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,-1.3228395025548036,0.5027209118205405
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,-0.09427438262375666,-2.042660431986114
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0.654224460072377,0.7796196305037728
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,-0.9436911962863613,0.1828676723069408
0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.7106152623598537,0.28857151666492475
0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1.2090518879347356,0.9189098786194492
0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0.7427313012181713,-1.9009048049683495
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0.053961705540628735,1.075914507447347
0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1.4368372295423142,1.0523554914807254
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1.9753325821841143,-1.0741417655683758
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,-3.1322490954981212,0.6983804369457037
0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-3.28648585817656,0.899968751925249
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,-0.512694693260598,2.0990387300209066
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-1.3951962227567076,0.010634215017524014
0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.5665736947691541,-2.636950773026894
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0.17701297525647963,-1.6439019358824056
0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,3.6306825714226205,0.5710699905613773
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.39003944156017045,1.1674273782518738
0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1.448734531535658,0.7727319634720164
0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2.2302949202069207,0.8044210666277725
0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1.013695174448223,0.7326847797939967
0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,-3.294487454912988,0.24665643890251393
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-0.6340766082228569,-0.07828547062537247
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,-0.49403069777996655,-1.4115712916373442
0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,-0.7331902222597035,0.24410493949666773
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3.6864774989309077,-0.15836678512995947
0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,-3.721837479308624,0.24842067735824103
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,-0.6493410959925691,-0.03517200656462899
0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,-0.20612481937724825,-2.0074132250742536
0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0.9778999979188866,-0.32363159861516455
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0.69963493253779,1.0166045721426142
0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1.5829184110583423,1.9304201047414162
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,-3.1658300384217095,0.7778155632007009
0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1.210873035097194,0.6980107270145461
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2.02112669048367,-0.49036049846982316
0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,-0.2655827815432396,-1.9126074190131446
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.9597307774762548,0.7152447497970602
0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,2.0897437612705296,0.7437113799076107
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0.04228975049761737,-1.8882325458876597
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,-0.7824200915244122,0.3198573447887612
0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,-3.097496093261315,0.5366118206191239
0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,-3.1319774131642286,0.2170875919934966
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1.1294920318244874,0.6080362661249313
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1.6041709339190098,-2.4272445669125733
0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.9723266910703996,0.8289866460831814
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1.8755628054181042,0.8190308679283883
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0.9290517774184391,0.45729405325506717
0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1.0611654563887574,0.5400208375149426
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1.2492692823611091,-0.7619351350336868
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.31984076169157866,-1.9685205814217703
0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,-0.10324879843768338,-2.2893954373180874
0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-0.8413411310065659,0.46168084377972474
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,2.100198476472244,0.6989421494509899
0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1.9879216078665576,1.5002275109569783
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1.205745243314273,1.8399698960991635
0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0.03718952223266886,-2.5953978682196697
0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.5724328156963352,1.2857793962720327
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,-0.3013956022751698,1.489384905217112
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0.5571308939588357,0.05054112518181962
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.04594323193484238,-0.42522684103055497
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1.7346667440206736,1.3272301776533435
0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0.8540316506772655,2.3531893184448163
0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.34049719514796517,-1.949838168435694
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0.845851757381495,0.4369075068466808
0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0.19921227684918685,1.1206072324774343
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0.6307948621677899,-2.276898073708791
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-2.8480291529840778,0.3442419132994502
0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.633033557408356,0.5728017852097991
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2.1353574706917913,-1.8994795076465127
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0.21835198644750772,2.1147002949402487
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,2.203265996987612,-0.6556555323628924
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.4592807176911911,-1.944202197859774
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0.41249636227882097,-1.7797544681315611
0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1.231868678378783,1.5134785694780515
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1.3666487034679158,0.6340206163211226
0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1.4671225048880876,1.5554966135016557
0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2.781444670057017,-0.19697158813588903
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-0.02304907297138149,-1.5960059784603877
0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0.34515266250109095,1.432248395899951
0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1.1176940136812248,0.5562682090405198
0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1.1038487087127165,0.9245740983414026
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-2.8908356871941607,0.6110530976436377
0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0.1176869884862589,-1.8752405596052621
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1.291091115020406,0.878446398781421
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0.8451461338155856,2.4333409112348754
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.8052616187752547,0.706454891110888
0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1.840317656074488,-1.9368601686965887
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,-1.1375852446792452,0.5821642662746332
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1.2610462761872145,1.1716322589919208
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1.1602343480141784,-2.205363883899469
0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1.5406759490639983,1.738661868115469
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0.8019541466691048,-0.4449910161453656
0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,-1.2097931898099263,0.5409815317226031
0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,-0.16791969099977505,0.6937266013978812
0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0.41561059570164915,-1.8617847062422272
0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0.7575650521342281,-1.6906380602009001
0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0.37999033394218773,1.2720484666359653
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1.5621949858788684,-0.4956137508555908
0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,-1.063471732118403,0.01714599448660002
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,-2.833728174977629,-0.1470650545898173
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,-0.1585454802095851,-0.9932513575503709
0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1.2485963359356924,-0.8746882294077936
0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,-0.8025690362051134,0.8560709237199248
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,3.7413873339484898,0.20224046711208296
0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0.013944757569375032,0.7767745255092272
0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,-0.25814926828651985,-1.5286049066495409
0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1.0958977529588199,1.83068540286178
0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,-0.7765485606684129,0.05647949367610321
0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,-0.9137078183424706,0.0332461518972965
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,-3.1996074816235613,0.42671183800584994
0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0.7688452087453761,-1.4615411581413218
0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,-0.044447139335504,-1.9445510318909027
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1.4586007221667503,1.758621383194575
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0.07962113353887551,-1.720620104165276
0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1.0814187970700768,1.2168436296000726
0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1.2338283062005484,-1.9498336547778512
0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1.637099945777426,2.033577163393117
0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0.8665591274204478,-1.96737703414547
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1.1912644612504057,1.684363610245578
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.19483898754046236,-1.9332064823802557
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.8404317366993126,1.0233635541063812
0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.1171013354969596,0.9180560823207243
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.37045925597717205,1.3159587505107895
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,-0.8589763333191315,-0.15266022963941536
0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,-0.38788199891343367,0.012920199551404575
0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,2.397702188775606,-0.7297244130203093
0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0.48821659837273956,0.22617428723838937
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1.8132048993695293,1.6377837826370643
0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-3.634497968614591,0.20876389133621864
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,-3.3467077359439084,-0.045821247320605954
0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,3.0363651856756166,0.37721950820439637
0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1.6066666137268695,1.5302445634128972
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,-0.7090027562256594,0.10276677510641453
0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,2.173835435120238,0.5870159210525774
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,-0.4957512535493812,-0.11963676961868268
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0.46542124914408384,-2.048722836348535
0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,-0.14249116347977991,2.3120670686395233
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.06835352554780534,-1.833261543231338
0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,3.9503535456585066,-0.7803010423593237
0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0.2761286314721002,-1.908190300443224
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-0.13906627351675688,-2.497965807072348
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0.41081136546908154,1.0297560386207019
0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1.0050968795902642,-0.0472764306583828
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0.9500475475834764,0.667926917018006
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1.0413566212011365,-0.7989797885701033
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0.505520263486822,0.8008524137109135
0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,3.165664602173396,-0.32325789070119204
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0.06432021680007577,-1.8862454792085561
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.7414542254522132,2.249406032342098
0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0.9263595050051133,1.2182070969551886
0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3.8307666992538127,-0.36087023462080947
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,-3.6434225300857954,0.4977567221632606
0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,3.9934282648131934,-0.5471480422664959
0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-0.3651038579869523,1.187881561051593
0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,-0.5829577041704376,-0.15525584186402466
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,-1.107514000750791,0.10592830350732706
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,-2.9594297657355026,0.7558417691528946
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0.5330152627466845,0.3476291974993805
0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0.5014007281502972,-2.4477499804589473
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,4.425926301928229,-0.4432305111384928
0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.05957359015140002,-1.661413832935107
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,-0.9430768845953525,0.5858312782600734
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,-0.3237719146411814,-1.7055353340740065
0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0.15482759257055548,-1.7642356439281268
0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0.37392484345606625,1.581856397538741
0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,-1.0124432888424235,-0.014145287836636064
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1.4420569825502985,-1.7727668631632651
0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0.07840607467348669,-2.210162307733425
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,-3.0655954549108,0.5061370991871664
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.2734730757924114,-1.7393074812137501
0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,-0.044777331370130055,-1.7625080604569763
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-0.30351607282044935,1.497776775306747
0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,-3.851813509917289,0.6650167614627719
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.6778500483973575,-1.6321376631051057
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0.3588834794537673,-2.069764346974459
